entry_date,exit_date,ticker,entry_price,exit_price,position_eur,units,pnl_eur,pnl_pct,bars_held,max_r_mult,exit_reason
2025-01-17,2025-01-31,BAC,45.6,45.6,2072.0,45.4319,-0.0,-0.0,9,0.22,trailing_stop
2025-01-17,2025-02-03,ISP.MI,3.84,3.84,2072.0,539.9263,-0.0,-0.0,11,0.94,trailing_stop
2025-01-17,2025-02-03,AXP,310.03,310.03,2072.0,6.6822,-0.0,-0.0,10,1.01,trailing_stop
2025-01-17,2025-02-19,USB,46.77,44.38,2072.0,44.3003,-105.55,-5.1,21,0.29,trailing_stop
2025-01-17,2025-02-21,JPM,249.28,257.85,2072.0,8.3107,71.21,3.44,23,2.75,trailing_stop
2025-01-17,2025-02-25,WFC,74.07,74.07,2072.0,27.968,-0.0,-0.0,25,1.59,trailing_stop
2025-01-31,2025-02-13,IBM,248.43,248.43,2070.0,8.3324,-0.0,-0.0,9,0.64,trailing_stop
2025-02-03,2025-02-24,PPLT,88.34,88.34,2070.0,23.4333,-0.0,-0.0,14,1.52,trailing_stop
2025-02-03,2025-02-25,ITX.MC,49.64,49.64,2070.0,41.7011,-0.0,-0.0,16,1.98,trailing_stop
2025-02-03,2025-04-04,GLD,260.01,278.33,2070.0,7.9614,145.84,7.05,43,5.62,trailing_stop
2025-02-13,2025-03-14,KO,67.09,67.09,2070.0,30.855,-0.0,-0.0,20,1.23,trailing_stop
2025-02-19,2025-03-04,CRH,106.11,100.71,2055.0,19.3657,-104.7,-5.09,9,0.0,trailing_stop
2025-05-02,2025-05-15,LLY,821.24,779.4,2071.0,2.5218,-105.52,-5.1,9,0.0,trailing_stop
2025-05-02,2025-05-28,CRH,97.65,92.67,2071.0,21.2093,-105.52,-5.1,17,0.16,trailing_stop
2025-05-05,2025-05-23,AI.PA,182.01,182.01,2071.0,11.3787,-0.0,-0.0,14,0.54,trailing_stop
2025-05-05,2025-08-07,MSFT,430.99,518.19,2071.0,4.8052,419.03,20.23,65,4.06,trailing_stop
2025-05-06,2025-07-18,META,591.78,691.52,2071.0,3.4996,349.03,16.85,50,3.24,trailing_stop
2025-05-06,2025-08-01,SPXL,129.56,175.55,2071.0,15.9849,735.14,35.5,60,4.0,trailing_stop
2025-05-06,2025-08-01,TQQQ,27.91,41.56,2071.0,74.2055,1012.63,48.9,60,4.58,trailing_stop
2025-05-16,2025-06-03,SAN.MC,6.81,6.81,2056.0,301.9651,-0.0,-0.0,12,0.66,trailing_stop
2025-05-23,2025-06-17,BITO,15.57,14.78,2056.0,132.0221,-104.75,-5.1,16,0.19,trailing_stop
2025-05-29,2025-06-11,PG,163.46,160.33,2041.0,12.4854,-39.14,-1.92,9,0.61,trailing_stop
2025-06-04,2025-07-30,SLV,31.35,33.56,2041.0,65.0969,143.92,7.05,38,3.81,trailing_stop
2025-06-11,2025-07-16,QCOM,158.44,150.37,2035.0,12.8454,-103.7,-5.1,23,0.27,trailing_stop
2025-06-17,2025-07-01,XOP,131.83,125.11,2020.0,15.3257,-102.94,-5.1,9,0.02,trailing_stop
2025-07-01,2025-07-15,NKE,71.23,71.23,2006.0,28.155,-0.0,-0.0,9,0.91,trailing_stop
2025-07-17,2025-08-06,AMD,161.97,162.76,1991.0,12.291,9.72,0.49,14,1.55,trailing_stop
2025-07-22,2025-09-05,SCHW,95.89,93.11,2041.0,21.2807,-59.18,-2.9,32,0.76,trailing_stop
2025-07-23,2025-08-05,PICK,40.71,38.77,2041.0,50.1313,-97.22,-4.76,9,0.0,trailing_stop
2025-07-30,2025-09-09,NKE,76.96,73.04,2061.0,26.7817,-105.02,-5.09,28,0.36,trailing_stop
2025-08-01,2025-08-14,OR.PA,387.69,387.69,2311.0,5.9607,-0.0,-0.0,9,0.07,trailing_stop
2025-08-04,2025-08-18,META,759.63,759.63,2311.0,3.0422,-0.0,-0.0,10,0.73,trailing_stop
2025-08-05,2025-11-05,TLT,86.01,88.19,2297.0,26.7057,58.17,2.53,65,2.86,trailing_stop
2025-08-11,2025-08-29,MUV2.DE,570.37,541.31,2358.0,4.1346,-120.15,-5.1,14,0.0,trailing_stop
2025-08-11,2025-10-21,GDX,56.24,73.94,2358.0,41.9335,742.12,31.47,50,9.93,trailing_stop
2025-08-15,2025-12-18,AAPL,233.79,270.48,2358.0,10.0872,370.13,15.7,87,4.33,trailing_stop
2025-08-18,2025-09-02,INTC,24.02,24.02,2358.0,98.1628,-0.0,-0.0,10,0.66,trailing_stop
2025-09-03,2025-09-17,SLV,37.37,37.37,2341.0,62.6509,-0.0,-0.0,10,1.23,trailing_stop
2025-09-03,2025-10-22,GLD,328.09,373.51,2341.0,7.1356,324.09,13.84,35,13.84,trailing_stop
2025-09-05,2025-10-21,PPLT,126.43,139.41,2333.0,18.4506,239.57,10.27,32,5.11,trailing_stop
2025-09-09,2025-09-25,AVGO,348.63,330.87,2318.0,6.6478,-118.08,-5.1,12,0.74,trailing_stop
2025-09-19,2025-11-14,AMAT,190.64,212.31,2318.0,12.1573,263.5,11.37,40,5.19,trailing_stop
2025-09-26,2025-10-10,CPER,29.18,30.08,2301.0,78.8498,70.69,3.07,10,3.21,trailing_stop
2025-10-10,2025-10-31,NOK,5.31,6.94,2311.0,435.5774,710.88,30.76,15,11.58,trailing_stop
2025-10-22,2025-11-04,TEF.MC,4.39,3.73,2497.0,568.6974,-376.73,-15.08,9,0.0,emergency_stop
2025-10-22,2025-11-04,OR.PA,377.03,357.82,2497.0,6.624,-127.24,-5.09,9,0.0,trailing_stop
2025-10-22,2025-11-04,RI.PA,86.28,81.88,2497.0,28.946,-127.24,-5.1,9,0.0,trailing_stop
2025-10-31,2025-11-13,NVDA,206.64,196.12,2599.0,12.5769,-132.42,-5.1,9,0.02,trailing_stop
2025-11-04,2025-11-17,AMZN,250.63,237.86,2509.0,10.0099,-127.82,-5.1,9,0.0,trailing_stop
2025-11-05,2025-12-08,LLY,910.57,999.59,2517.0,2.7643,246.06,9.78,22,4.12,trailing_stop
2025-11-07,2025-11-20,BMW.DE,84.38,84.38,2517.0,29.829,-0.0,-0.0,9,1.21,trailing_stop
2025-11-12,2025-11-25,UCG.MI,65.53,62.23,2517.0,38.4095,-126.82,-5.04,9,0.17,trailing_stop
2025-11-13,2026-02-11,PFE,25.54,27.85,2498.0,97.8215,226.64,9.07,60,2.08,end_of_data
2025-11-26,2025-12-16,GOOGL,320.79,304.45,2499.0,7.7915,-127.35,-5.1,13,0.01,trailing_stop
2025-11-27,2026-02-11,BNP.PA,72.54,92.7,2499.0,34.4549,694.53,27.79,51,6.25,end_of_data
2025-12-01,2025-12-12,AVGO,394.49,394.49,2499.0,6.3359,-0.0,-0.0,9,0.51,trailing_stop
2025-12-03,2026-01-30,SLV,53.04,85.69,2499.0,47.1211,1538.43,61.55,39,16.55,trailing_stop
2025-12-08,2025-12-23,BMW.DE,96.04,92.15,2535.0,26.3922,-102.47,-4.04,11,0.33,trailing_stop
2025-12-15,2025-12-31,DBA,25.51,25.51,2535.0,99.3706,-0.0,-0.0,11,0.42,trailing_stop
2025-12-22,2026-02-11,SBUX,88.25,98.38,2569.0,29.1143,294.84,11.48,34,2.62,end_of_data
2025-12-23,2026-01-08,SCHW,101.62,101.62,2555.0,25.1388,-0.0,-0.0,10,0.51,trailing_stop
2025-12-23,2026-01-12,ALV.DE,391.79,380.47,2555.0,6.5204,-73.83,-2.89,9,0.1,trailing_stop
2026-01-02,2026-01-30,DBB,23.08,24.05,2555.0,110.6717,106.56,4.17,19,3.09,trailing_stop
2026-01-08,2026-02-11,ASML,1216.87,1433.73,2555.0,2.0994,455.27,17.82,23,3.74,end_of_data
2026-01-12,2026-02-11,COST,920.06,981.29,2544.0,2.7651,169.31,6.66,21,2.63,end_of_data
2026-01-30,2026-02-11,SOYB,22.32,23.12,2779.0,124.4985,99.31,3.57,8,1.95,end_of_data
2026-02-02,2026-02-11,USO,75.58,78.96,2779.0,36.7724,124.46,4.48,7,0.84,end_of_data
