entry_date,exit_date,ticker,entry_price,exit_price,position_eur,units,pnl_eur,pnl_pct,bars_held,max_r_mult,exit_reason
2024-11-08,2024-11-21,INTC,26.03,24.7,1467.0,56.3822,-74.76,-5.1,9,0.0,trailing_stop
2024-11-08,2024-11-22,INTU,672.98,646.73,1467.0,2.1804,-57.25,-3.9,10,0.91,trailing_stop
2024-11-11,2024-11-22,AMZN,208.71,199.06,1435.0,6.8776,-66.33,-4.62,9,0.51,trailing_stop
2024-11-13,2024-12-16,SCHW,76.89,76.89,1425.0,18.533,-0.0,-0.0,22,1.44,trailing_stop
2024-11-25,2024-12-09,UNG,14.99,14.23,1397.0,93.1374,-71.16,-5.1,9,0.06,trailing_stop
2024-11-25,2024-12-18,IBM,216.71,218.38,1397.0,6.4446,10.81,0.77,16,1.67,trailing_stop
2024-11-26,2024-12-10,PG,171.59,166.95,1397.0,8.139,-37.83,-2.71,9,0.4,trailing_stop
2024-12-10,2025-01-03,MC.PA,627.59,595.62,1413.0,2.2516,-72.0,-5.1,15,0.11,trailing_stop
2024-12-11,2024-12-27,BAS.DE,42.52,41.31,1413.0,33.2336,-40.21,-2.85,9,0.19,trailing_stop
2024-12-12,2024-12-26,GOOGL,194.43,194.43,1485.0,7.6385,-0.0,-0.0,9,0.15,trailing_stop
2024-12-13,2025-01-27,AVGO,211.63,217.32,1485.0,7.0178,39.9,2.69,27,2.86,trailing_stop
2024-12-17,2025-01-13,KBC.BR,69.27,69.27,1485.0,21.4402,-0.0,-0.0,16,1.31,trailing_stop
2024-12-24,2025-01-31,UNG,16.02,15.92,1487.0,92.8272,-8.93,-0.6,24,2.93,trailing_stop
2025-01-17,2025-01-31,BAC,45.6,45.6,1587.0,34.7991,-0.0,-0.0,9,0.22,trailing_stop
2025-01-17,2025-02-03,ISP.MI,3.84,3.84,1587.0,413.5635,-0.0,-0.0,11,0.94,trailing_stop
2025-01-17,2025-02-03,AXP,310.03,310.03,1587.0,5.1183,-0.0,-0.0,10,1.01,trailing_stop
2025-01-17,2025-02-21,JPM,249.28,257.85,1587.0,6.3657,54.54,3.44,23,2.75,trailing_stop
2025-01-17,2025-02-25,WFC,74.07,74.07,1587.0,21.4225,-0.0,-0.0,25,1.59,trailing_stop
2025-01-27,2025-02-07,OR.PA,350.7,336.56,1593.0,4.5411,-64.23,-4.03,9,0.66,trailing_stop
2025-01-31,2025-02-13,IBM,248.43,248.43,1591.0,6.4052,-0.0,-0.0,9,0.64,trailing_stop
2025-02-03,2025-02-24,PPLT,88.34,88.34,1591.0,18.0135,-0.0,-0.0,14,1.52,trailing_stop
2025-02-03,2025-02-25,ITX.MC,49.64,49.64,1591.0,32.0562,-0.0,-0.0,16,1.98,trailing_stop
2025-02-03,2025-04-04,GLD,260.01,278.33,1591.0,6.1201,112.11,7.05,43,5.62,trailing_stop
2025-02-07,2025-04-04,SAN.MC,5.44,5.71,1582.0,291.0003,80.72,5.1,40,3.53,trailing_stop
2025-02-13,2025-03-14,KO,67.09,67.09,1582.0,23.582,-0.0,-0.0,20,1.23,trailing_stop
2025-05-02,2025-05-15,LLY,821.24,779.4,1617.0,1.9695,-82.41,-5.1,9,0.0,trailing_stop
2025-05-02,2025-05-28,CRH,97.65,92.67,1617.0,16.5642,-82.41,-5.1,17,0.16,trailing_stop
2025-05-05,2025-05-23,AI.PA,182.01,182.01,1617.0,8.8866,-0.0,-0.0,14,0.54,trailing_stop
2025-05-05,2025-08-07,MSFT,430.99,518.19,1617.0,3.7528,327.26,20.23,65,4.06,trailing_stop
2025-05-06,2025-07-18,META,591.78,691.52,1617.0,2.7332,272.59,16.85,50,3.24,trailing_stop
2025-05-06,2025-08-01,SPXL,129.56,175.55,1617.0,12.484,574.13,35.5,60,4.0,trailing_stop
2025-05-06,2025-08-01,TQQQ,27.91,41.56,1617.0,57.9536,790.85,48.9,60,4.58,trailing_stop
2025-05-16,2025-06-03,SAN.MC,6.81,6.81,1606.0,235.8309,-0.0,-0.0,12,0.66,trailing_stop
2025-05-23,2025-06-17,BITO,15.57,14.78,1606.0,103.1076,-81.81,-5.1,16,0.19,trailing_stop
2025-05-29,2025-06-11,PG,163.46,160.33,1594.0,9.7509,-30.57,-1.92,9,0.61,trailing_stop
2025-06-04,2025-07-30,SLV,31.35,33.56,1594.0,50.8399,112.4,7.05,38,3.81,trailing_stop
2025-06-11,2025-07-16,QCOM,158.44,150.37,1590.0,10.0321,-80.99,-5.1,23,0.27,trailing_stop
2025-06-17,2025-07-01,XOP,131.83,125.11,1578.0,11.9692,-80.39,-5.1,9,0.02,trailing_stop
2025-07-01,2025-07-15,NKE,71.23,71.23,1566.0,21.9887,-0.0,-0.0,9,0.91,trailing_stop
2025-07-17,2025-08-06,AMD,161.97,162.76,1555.0,9.5991,7.59,0.49,14,1.55,trailing_stop
2025-07-22,2025-09-05,SCHW,95.89,93.11,1594.0,16.6199,-46.22,-2.9,32,0.76,trailing_stop
2025-07-23,2025-08-05,PICK,40.71,38.77,1594.0,39.1519,-75.93,-4.76,9,0.0,trailing_stop
2025-07-30,2025-09-09,NKE,76.96,73.04,1610.0,20.9161,-82.02,-5.1,28,0.36,trailing_stop
2025-08-01,2025-08-14,OR.PA,387.69,387.69,1805.0,4.6553,-0.0,-0.0,9,0.07,trailing_stop
2025-08-04,2025-08-18,META,759.63,759.63,1805.0,2.3759,-0.0,-0.0,10,0.73,trailing_stop
2025-08-05,2025-11-05,TLT,86.01,88.19,1794.0,20.8568,45.43,2.53,65,2.86,trailing_stop
2025-08-11,2025-08-29,MUV2.DE,570.37,541.31,1842.0,3.2291,-93.84,-5.1,14,0.0,trailing_stop
2025-08-11,2025-10-21,GDX,56.24,73.94,1842.0,32.7495,579.58,31.47,50,9.93,trailing_stop
2025-08-15,2025-12-18,AAPL,233.79,270.48,1842.0,7.8779,289.07,15.7,87,4.33,trailing_stop
2025-08-18,2025-09-02,INTC,24.02,24.02,1842.0,76.6638,-0.0,-0.0,10,0.66,trailing_stop
2025-09-03,2025-09-17,SLV,37.37,37.37,1828.0,48.9295,-0.0,-0.0,10,1.23,trailing_stop
2025-09-03,2025-10-22,GLD,328.09,373.51,1828.0,5.5728,253.11,13.84,35,13.84,trailing_stop
2025-09-05,2025-10-21,PPLT,126.43,139.41,1822.0,14.4097,187.1,10.27,32,5.11,trailing_stop
2025-09-09,2025-09-25,AVGO,348.63,330.87,1810.0,5.1918,-92.22,-5.1,12,0.74,trailing_stop
2025-09-19,2025-11-14,AMAT,190.64,212.31,1810.0,9.4947,205.79,11.37,40,5.19,trailing_stop
2025-09-26,2025-10-10,CPER,29.18,30.08,1797.0,61.5807,55.2,3.07,10,3.21,trailing_stop
2025-10-10,2025-10-31,NOK,5.31,6.94,1805.0,340.1803,555.19,30.76,15,11.58,trailing_stop
2025-10-22,2025-11-04,TEF.MC,4.39,3.73,1950.0,444.1453,-294.22,-15.08,9,0.0,emergency_stop
2025-10-22,2025-11-04,OR.PA,377.03,357.82,1950.0,5.1732,-99.38,-5.09,9,0.0,trailing_stop
2025-10-22,2025-11-04,RI.PA,86.28,81.88,1950.0,22.6065,-99.38,-5.1,9,0.0,trailing_stop
2025-10-31,2025-11-13,NVDA,206.64,196.12,2030.0,9.8224,-103.42,-5.1,9,0.02,trailing_stop
2025-11-04,2025-11-17,AMZN,250.63,237.86,1959.0,7.8176,-99.83,-5.1,9,0.0,trailing_stop
2025-11-05,2025-12-08,LLY,910.57,999.59,1966.0,2.1589,192.17,9.78,22,4.12,trailing_stop
2025-11-07,2025-11-20,BMW.DE,84.38,84.38,1966.0,23.296,-0.0,-0.0,9,1.21,trailing_stop
2025-11-12,2025-11-25,UCG.MI,65.53,62.23,1966.0,29.9973,-99.04,-5.04,9,0.17,trailing_stop
2025-11-13,2026-02-11,PFE,25.54,27.83,1951.0,76.3974,175.1,8.97,60,2.06,end_of_data
2025-11-26,2025-12-16,GOOGL,320.79,304.45,1952.0,6.0851,-99.46,-5.1,13,0.01,trailing_stop
2025-11-27,2026-02-11,BNP.PA,72.54,92.53,1952.0,26.9089,537.84,27.55,51,6.25,end_of_data
2025-12-01,2025-12-12,AVGO,394.49,394.49,1952.0,4.9482,-0.0,-0.0,9,0.51,trailing_stop
2025-12-03,2026-01-30,SLV,53.04,85.69,1952.0,36.801,1201.49,61.55,39,16.55,trailing_stop
2025-12-08,2025-12-23,BMW.DE,96.04,92.15,1979.0,20.6119,-80.03,-4.04,11,0.33,trailing_stop
2025-12-15,2025-12-31,DBA,25.51,25.51,1979.0,77.6071,-0.0,-0.0,11,0.42,trailing_stop
2025-12-22,2026-02-11,SBUX,88.25,98.26,2007.0,22.7379,227.65,11.35,34,2.62,end_of_data
2025-12-23,2026-01-08,SCHW,101.62,101.62,1995.0,19.6331,-0.0,-0.0,10,0.51,trailing_stop
2025-12-23,2026-01-12,ALV.DE,391.79,380.47,1995.0,5.0924,-57.66,-2.89,9,0.1,trailing_stop
2026-01-02,2026-01-30,DBB,23.08,24.05,1995.0,86.4332,83.22,4.17,19,3.09,trailing_stop
2026-01-08,2026-02-11,ASML,1216.87,1431.25,1995.0,1.6396,351.49,17.62,23,3.74,end_of_data
2026-01-12,2026-02-11,COST,920.06,981.0,1987.0,2.1595,131.59,6.62,21,2.63,end_of_data
2026-01-30,2026-02-11,SOYB,22.32,23.12,2170.0,97.2317,77.56,3.57,8,1.95,end_of_data
2026-02-02,2026-02-11,USO,75.58,79.08,2170.0,28.7188,100.65,4.64,7,0.87,end_of_data
