entry_date,exit_date,ticker,entry_price,exit_price,position_eur,units,pnl_eur,pnl_pct,bars_held,max_r_mult,exit_reason
2016-12-15,2017-02-06,EWG,20.83,21.82,1179.0,56.6017,55.84,4.74,34,3.17,trailing_stop
2017-01-26,2017-02-08,IBM,115.03,115.03,1191.0,10.3542,-0.0,-0.0,9,0.04,trailing_stop
2017-01-30,2017-02-10,TMUS,59.58,59.58,1191.0,19.9895,-0.0,-0.0,9,0.4,trailing_stop
2017-01-31,2017-02-13,9984.T,1028.89,1028.89,1201.0,1.1673,-0.0,-0.0,9,0.25,trailing_stop
2017-02-08,2017-02-22,GDXJ,38.45,36.49,1207.0,31.3812,-61.48,-5.1,9,0.0,trailing_stop
2017-01-18,2017-02-24,ASML,111.67,111.31,1173.0,10.5057,-3.84,-0.33,26,2.1,trailing_stop
2017-01-24,2017-02-24,AVGO,14.97,15.76,1177.0,78.6237,61.69,5.24,22,3.07,trailing_stop
2017-02-13,2017-02-24,SAN.PA,56.16,56.16,1207.0,21.4852,-0.0,-0.0,9,0.51,trailing_stop
2017-02-10,2017-03-01,AGG,83.99,83.99,1207.0,14.3658,-0.0,-0.0,12,0.95,trailing_stop
2016-11-11,2017-03-02,EMR,44.21,48.39,1185.0,26.8082,112.06,9.45,74,3.6,trailing_stop
2017-02-06,2017-03-03,AMD,12.47,12.99,1207.0,96.7436,49.64,4.11,18,2.27,trailing_stop
2017-03-01,2017-03-14,XBI,70.38,70.38,1206.0,17.1402,-0.0,-0.0,9,0.12,trailing_stop
2016-11-11,2017-03-21,XLI,51.78,55.5,1185.0,22.8922,85.35,7.2,87,4.0,trailing_stop
2016-11-11,2017-03-21,DIA,156.8,173.89,1185.0,7.559,129.19,10.9,87,6.55,trailing_stop
2017-02-27,2017-03-21,INTU,119.0,113.21,1206.0,10.1365,-58.73,-4.87,16,0.0,trailing_stop
2017-03-03,2017-03-21,CRM,81.1,81.1,1222.0,15.0738,-0.0,-0.0,12,0.58,trailing_stop
2017-03-14,2017-03-27,INGA.AS,8.71,8.26,1222.0,140.3934,-62.28,-5.1,9,0.0,trailing_stop
2017-03-22,2017-04-04,NKE,48.65,48.65,1238.0,25.4464,-0.0,-0.0,9,1.07,trailing_stop
2017-03-22,2017-04-11,EWT,20.56,20.16,1238.0,60.2262,-24.01,-1.94,14,0.42,trailing_stop
2017-03-21,2017-04-18,DGE.L,2331.13,2241.36,1238.0,0.5311,-47.67,-3.85,18,0.0,trailing_stop
2017-04-04,2017-04-19,DTE.DE,11.76,11.37,1348.0,114.6114,-44.77,-3.32,9,0.0,trailing_stop
2017-02-24,2017-04-25,ERIC-B.ST,46.35,43.99,1206.0,26.027,-61.46,-5.1,40,0.57,trailing_stop
2017-04-19,2017-05-02,PPLT,93.82,90.04,1336.0,14.2385,-53.85,-4.03,9,0.0,trailing_stop
2017-05-02,2017-05-15,SAND.ST,114.57,108.73,1386.0,12.0951,-70.6,-5.1,9,0.0,trailing_stop
2017-02-24,2017-05-17,META,133.36,144.76,1206.0,9.045,103.06,8.54,57,5.88,trailing_stop
2017-04-24,2017-05-18,SBUX,50.25,48.67,1336.0,26.5852,-41.98,-3.14,18,0.33,trailing_stop
2017-04-26,2017-05-18,VOLV-B.ST,90.26,85.66,1330.0,14.7321,-67.75,-5.1,15,0.01,trailing_stop
2017-05-17,2017-06-02,BP,22.4,21.97,1389.0,62.0067,-26.77,-1.93,11,0.45,trailing_stop
2017-05-16,2017-06-09,EWU,24.29,24.04,1379.0,56.7594,-14.31,-1.04,17,0.67,trailing_stop
2017-05-18,2017-06-09,BIDU,182.86,182.86,1378.0,7.5357,-0.0,-0.0,15,1.12,trailing_stop
2017-03-03,2017-06-12,SAP,81.97,92.4,1222.0,14.913,155.47,12.72,69,10.0,trailing_stop
2017-03-27,2017-06-12,AMT,94.91,103.41,1232.0,12.9792,110.42,8.96,53,5.09,trailing_stop
2017-04-04,2017-06-12,EQIX,339.1,357.96,1348.0,3.9739,74.93,5.56,47,3.17,trailing_stop
2017-06-02,2017-06-20,CHTR,348.46,330.7,1375.0,3.9469,-70.07,-5.09,12,0.0,trailing_stop
2017-06-09,2017-06-22,CORN,19.45,18.59,1374.0,70.6387,-60.36,-4.39,9,0.14,trailing_stop
2017-05-18,2017-06-26,DE,98.33,107.5,1378.0,14.0138,128.51,9.33,26,5.4,trailing_stop
2017-06-13,2017-06-26,MPC,41.64,39.52,1408.0,33.8137,-71.74,-5.1,9,0.0,trailing_stop
2017-03-21,2017-07-04,0700.HK,201.52,238.1,1238.0,6.1435,224.77,18.16,69,8.18,trailing_stop
2017-06-26,2017-07-07,NOVN.SW,50.88,48.33,1401.0,27.5285,-70.09,-5.0,9,0.0,trailing_stop
2017-06-26,2017-07-10,MRK,48.58,46.68,1401.0,28.8283,-54.82,-3.91,9,0.0,trailing_stop
2017-06-13,2017-07-18,SAND.ST,110.57,104.94,1408.0,12.7332,-71.74,-5.09,25,0.19,trailing_stop
2017-06-20,2017-07-18,WEAT,36.49,38.03,1401.0,38.3966,59.12,4.22,19,3.55,trailing_stop
2017-07-06,2017-07-19,7203.T,957.08,957.08,1596.0,1.6671,-0.0,-0.0,9,0.8,trailing_stop
2017-07-06,2017-07-24,7267.T,766.43,740.88,1596.0,2.0818,-53.19,-3.33,12,0.0,trailing_stop
2017-07-07,2017-07-24,SOYB,18.9,18.9,1589.0,84.0539,-0.0,-0.0,11,1.31,trailing_stop
2017-07-11,2017-07-24,BHP.AX,12.0,11.79,1583.0,131.9449,-27.43,-1.73,9,0.46,trailing_stop
2017-07-18,2017-08-02,BABA,143.62,143.62,1582.0,11.0134,-0.0,-0.0,11,1.02,trailing_stop
2017-07-19,2017-08-09,NFLX,18.32,17.38,1582.0,86.3639,-80.59,-5.1,15,0.58,trailing_stop
2017-07-24,2017-08-10,EWU,24.23,24.23,1574.0,64.9537,0.39,0.02,13,1.59,trailing_stop
2017-08-03,2017-08-16,BP,22.26,21.7,1574.0,70.7004,-39.19,-2.49,9,0.55,trailing_stop
2017-06-14,2017-08-17,PSX,57.61,58.91,1408.0,24.439,31.69,2.25,45,2.82,trailing_stop
2017-07-05,2017-08-18,NKE,51.92,49.28,1596.0,30.7305,-81.29,-5.09,32,0.65,trailing_stop
2017-08-09,2017-08-22,AD.AS,13.31,12.68,1566.0,117.6431,-74.06,-4.73,9,0.0,trailing_stop
2017-08-10,2017-08-23,SU.PA,57.96,57.96,1566.0,27.0136,-0.0,-0.0,9,0.12,trailing_stop
2017-07-24,2017-08-29,WBC.AX,20.59,19.97,1574.0,76.4168,-47.87,-3.04,26,0.53,trailing_stop
2017-08-24,2017-09-06,6861.T,27479.26,26698.88,1549.0,0.0564,-44.0,-2.84,9,0.19,trailing_stop
2017-08-18,2017-09-08,CPER,18.89,19.48,1557.0,82.4199,48.76,3.13,14,3.69,trailing_stop
2017-09-05,2017-09-18,TQQQ,4.55,4.55,1545.0,339.3987,-0.0,-0.0,9,0.25,trailing_stop
2017-09-06,2017-09-27,EWZ,25.63,25.63,1540.0,60.0912,-0.0,-0.0,15,1.23,trailing_stop
2017-09-05,2017-09-29,INTU,132.97,132.97,1545.0,11.6165,-0.0,-0.0,18,1.07,trailing_stop
2017-09-27,2017-10-11,T,15.88,15.88,1545.0,97.3208,-0.0,-0.0,10,0.67,trailing_stop
2017-06-13,2017-10-13,C,48.98,54.51,1408.0,28.7472,159.11,11.3,86,4.89,trailing_stop
2017-10-03,2017-10-19,SIE.DE,82.48,80.65,1655.0,20.0606,-36.71,-2.22,12,0.35,trailing_stop
2017-10-11,2017-10-24,SAP,98.98,98.98,1655.0,16.7166,-0.0,-0.0,9,0.52,trailing_stop
2017-09-19,2017-10-27,SPG,103.48,99.6,1545.0,14.9321,-57.82,-3.74,28,1.03,trailing_stop
2017-10-24,2017-11-08,ERIC-B.ST,42.33,42.33,1667.0,39.3785,-0.0,-0.0,11,0.57,trailing_stop
2017-06-28,2017-11-13,ISP.MI,1.57,1.57,1401.0,894.7699,-0.0,-0.0,97,1.75,trailing_stop
2017-09-04,2017-11-15,6501.T,639.49,739.03,1545.0,2.4154,240.45,15.57,52,7.54,trailing_stop
2017-10-03,2017-11-20,MUV2.DE,131.37,137.1,1655.0,12.5956,72.21,4.36,34,3.61,trailing_stop
2017-07-18,2017-11-29,ASML,130.53,162.35,1582.0,12.1181,385.57,24.38,94,9.11,trailing_stop
2017-10-19,2017-11-30,4063.T,1821.43,1993.14,1667.0,0.9152,157.14,9.43,30,7.24,trailing_stop
2017-10-13,2017-12-01,GOOGL,50.13,50.68,1671.0,33.3265,18.45,1.1,34,2.13,trailing_stop
2017-11-08,2017-12-01,0700.HK,343.08,350.28,1661.0,4.8417,34.85,2.1,17,3.03,trailing_stop
2017-11-15,2017-12-05,XEL,40.42,39.13,1685.0,41.6915,-53.62,-3.18,13,0.0,trailing_stop
2017-12-01,2017-12-14,8306.T,593.57,593.57,1752.0,2.9516,-0.0,-0.0,9,0.94,trailing_stop
2017-12-05,2017-12-21,IBM,104.99,102.1,1567.0,14.9202,-43.21,-2.76,12,0.04,trailing_stop
2017-12-14,2017-12-28,TSLA,22.76,21.6,1567.0,68.8374,-79.81,-5.1,9,0.12,trailing_stop
2017-12-21,2018-01-05,INTC,39.95,37.91,1562.0,39.1042,-79.59,-5.1,9,0.0,trailing_stop
2018-01-05,2018-01-19,IBM,109.01,109.72,1876.0,17.2116,12.09,0.64,9,1.77,trailing_stop
2017-11-13,2018-01-24,AD.AS,12.76,13.41,1661.0,130.2135,85.65,5.16,49,2.92,trailing_stop
2017-12-01,2018-01-25,UNP,105.54,111.86,1752.0,16.5995,104.84,5.98,36,3.92,trailing_stop
2017-09-08,2018-01-30,HD,130.46,161.36,1545.0,11.8433,365.97,23.69,98,10.67,trailing_stop
2017-12-05,2018-01-30,CVX,84.6,89.53,1567.0,18.5166,91.31,5.83,37,4.6,trailing_stop
2017-12-28,2018-01-30,BHP.AX,14.57,15.08,1554.0,106.6715,54.1,3.48,21,3.42,trailing_stop
2018-01-19,2018-02-01,AMAT,52.68,49.99,1877.0,35.6416,-95.66,-5.1,9,0.01,trailing_stop
2017-11-30,2018-02-02,XLI,63.88,68.08,1747.0,27.3426,114.94,6.58,43,6.68,trailing_stop
2017-11-30,2018-02-02,SPY,231.83,245.25,1747.0,7.534,101.1,5.79,43,7.97,trailing_stop
2017-11-20,2018-02-05,CSCO,28.17,31.9,1692.0,60.0836,224.56,13.27,51,6.16,trailing_stop
2018-01-03,2018-02-05,BNO,18.25,18.37,1884.0,103.2561,12.89,0.68,22,2.05,trailing_stop
2018-01-24,2018-02-06,XBI,95.12,90.27,1886.0,19.829,-96.09,-5.1,9,0.22,trailing_stop
2018-01-25,2018-02-07,UNG,105.23,99.86,1897.0,18.0236,-96.63,-5.09,9,0.26,trailing_stop
2018-01-30,2018-02-09,BABA,188.87,160.38,1948.0,10.312,-293.81,-15.09,8,0.54,emergency_stop
2018-01-30,2018-02-12,INTC,41.58,39.46,1948.0,46.8419,-99.23,-5.1,9,0.0,trailing_stop
2018-01-30,2018-02-12,NOVN.SW,52.78,50.09,1948.0,36.9025,-99.23,-5.1,9,0.0,trailing_stop
2018-02-02,2018-02-15,AMT,119.42,113.33,1960.0,16.4107,-99.85,-5.1,9,0.0,trailing_stop
2018-02-05,2018-02-16,META,185.82,176.35,1983.0,10.6742,-101.06,-5.1,9,0.0,trailing_stop
2018-02-01,2018-02-21,WEAT,31.43,31.43,1938.0,61.6617,-0.0,-0.0,13,0.82,trailing_stop
2018-02-02,2018-03-02,LMT,285.5,270.96,1960.0,6.8641,-99.85,-5.1,19,0.46,trailing_stop
2018-02-19,2018-03-02,FMG.AX,2.19,2.08,1895.0,863.6022,-96.54,-5.09,9,0.07,trailing_stop
2018-02-20,2018-03-05,RI.PA,107.79,105.27,1895.0,17.5787,-44.32,-2.34,9,0.43,trailing_stop
2018-02-20,2018-03-07,BMY,51.27,48.66,1895.0,36.9582,-96.54,-5.1,11,0.02,trailing_stop
2018-02-27,2018-03-13,AAPL,42.12,42.12,1895.0,44.9901,-0.0,-0.0,10,0.25,trailing_stop
2018-02-27,2018-03-14,NESTE.HE,16.01,15.2,1895.0,118.319,-96.54,-5.1,11,0.0,trailing_stop
2018-02-05,2018-03-22,NOK,4.66,4.66,1983.0,425.6135,-0.0,-0.0,32,1.36,trailing_stop
2018-02-28,2018-03-23,NFLX,29.34,30.01,1895.0,64.5847,43.31,2.29,17,1.82,trailing_stop
2018-02-28,2018-03-23,AMZN,76.05,76.07,1895.0,24.9156,0.36,0.02,17,0.9,trailing_stop
2018-03-12,2018-03-23,SCHW,51.89,49.25,1861.0,35.8651,-94.83,-5.1,9,0.0,trailing_stop
2018-02-27,2018-03-26,CSL.AX,149.14,142.76,1895.0,12.7054,-81.09,-4.28,19,0.39,trailing_stop
2018-03-13,2018-03-26,ABT,55.55,52.79,1861.0,33.5031,-92.38,-4.96,9,0.0,trailing_stop
2018-03-13,2018-03-26,PLD,51.2,49.06,1861.0,36.3493,-77.81,-4.18,9,0.16,trailing_stop
2018-03-13,2018-03-26,AMAT,56.14,53.28,1861.0,33.1527,-94.83,-5.1,9,0.0,trailing_stop
2018-03-14,2018-03-27,SMH,52.19,49.53,1851.0,35.4739,-94.33,-5.1,9,0.0,trailing_stop
2018-03-16,2018-04-12,NEE,32.5,32.5,1851.0,56.9611,-0.0,-0.0,18,1.11,trailing_stop
2018-04-19,2018-05-02,NFLX,33.32,31.62,1802.0,54.0895,-91.83,-5.1,9,0.0,trailing_stop
2018-04-19,2018-05-02,MRK,44.34,43.13,1802.0,40.6459,-49.09,-2.72,9,0.46,trailing_stop
2018-04-19,2018-05-03,IBM,101.11,95.95,1802.0,17.8261,-91.83,-5.1,10,0.0,trailing_stop
2018-04-20,2018-05-03,SLV,16.17,15.43,1802.0,111.488,-81.52,-4.52,9,0.0,trailing_stop
2018-04-20,2018-05-04,EOG,84.53,84.53,1802.0,21.3206,-0.0,-0.0,10,0.75,trailing_stop
2018-04-19,2018-05-17,PLD,53.05,50.89,1802.0,33.9764,-73.2,-4.06,20,0.33,trailing_stop
2018-05-11,2018-05-24,SIE.DE,82.72,82.72,1771.0,21.4093,-0.0,-0.0,9,0.39,trailing_stop
2018-05-11,2018-05-24,CVX,91.72,91.72,1771.0,19.3085,-0.0,-0.0,9,0.21,trailing_stop
2018-05-11,2018-05-25,BNO,21.51,21.51,1771.0,82.3237,-0.0,-0.0,10,0.76,trailing_stop
2018-05-11,2018-05-25,XOP,140.67,140.67,1771.0,12.589,-0.0,-0.0,10,1.25,trailing_stop
2018-04-20,2018-05-30,ABBN.SW,18.39,17.48,1802.0,98.0205,-88.75,-4.92,25,0.8,trailing_stop
2018-04-20,2018-06-04,USO,109.39,105.45,1802.0,16.4763,-64.93,-3.6,30,1.68,trailing_stop
2018-05-30,2018-06-15,WEAT,34.38,32.63,1755.0,51.0322,-89.4,-5.1,12,0.48,trailing_stop
2018-05-24,2018-06-19,BMW.DE,58.87,56.16,1764.0,29.9574,-81.21,-4.6,18,0.0,trailing_stop
2018-04-19,2018-06-25,INTU,171.65,192.67,1802.0,10.5,220.71,12.25,46,3.68,trailing_stop
2018-05-11,2018-06-25,NOW,35.88,34.05,1771.0,49.3565,-90.23,-5.09,30,0.61,trailing_stop
2018-06-25,2018-07-06,WBC.AX,20.09,20.09,1744.0,86.8284,-0.0,-0.0,9,0.35,trailing_stop
2018-06-25,2018-07-11,CBA.AX,53.46,53.46,1744.0,32.6269,-0.0,-0.0,12,0.98,trailing_stop
2018-04-20,2018-07-18,GDXJ,30.34,28.79,1802.0,59.4074,-91.83,-5.09,61,0.33,trailing_stop
2018-08-07,2018-08-21,AVB,139.81,139.81,1823.0,13.0417,-0.0,-0.0,10,0.39,trailing_stop
2018-07-12,2018-08-22,9984.T,1074.81,1136.1,1744.0,1.6228,99.46,5.7,29,4.09,trailing_stop
2018-08-08,2018-08-23,TMUS,62.86,62.86,1823.0,29.0072,-0.0,-0.0,11,0.39,trailing_stop
2018-05-28,2018-08-29,ITX.MC,22.22,21.08,1764.0,79.382,-89.85,-5.1,67,1.37,trailing_stop
2018-08-21,2018-09-04,PSA,163.71,156.43,1823.0,11.1374,-81.03,-4.44,9,0.0,trailing_stop
2018-06-15,2018-09-05,DIS,102.88,105.31,1739.0,16.9061,41.14,2.37,56,2.56,trailing_stop
2018-06-19,2018-09-10,UNH,224.33,231.99,1731.0,7.717,59.11,3.41,57,2.51,trailing_stop
2018-08-31,2018-09-17,NOW,39.64,39.64,1824.0,46.0214,-0.0,-0.0,10,0.69,trailing_stop
2018-09-04,2018-09-17,XBI,99.37,94.32,1816.0,18.2768,-92.34,-5.08,9,0.0,trailing_stop
2018-05-31,2018-09-18,TLT,97.65,94.8,1755.0,17.97,-51.17,-2.92,76,0.76,trailing_stop
2018-09-17,2018-09-28,PDD,26.01,26.01,1817.0,69.867,-0.0,-0.0,9,0.18,trailing_stop
2018-05-31,2018-10-03,IEF,85.44,84.16,1755.0,20.5363,-26.28,-1.5,87,0.97,trailing_stop
2018-09-14,2018-10-04,TMUS,66.0,66.0,1826.0,27.6677,-0.0,-0.0,14,0.88,trailing_stop
2018-09-18,2018-10-08,RTX,73.02,73.1,1812.0,24.8137,1.92,0.11,14,1.1,trailing_stop
2018-09-17,2018-10-09,9984.T,1304.19,1304.19,1817.0,1.3932,-0.0,-0.0,16,1.01,trailing_stop
2018-09-11,2018-10-10,AVGO,19.36,19.36,1826.0,94.3171,-0.0,-0.0,21,1.22,trailing_stop
2018-07-18,2018-10-11,JPM,89.8,90.7,1735.0,19.3207,17.45,1.01,60,1.82,trailing_stop
2018-09-28,2018-10-11,EMB,75.25,74.21,1812.0,24.0774,-25.15,-1.39,9,0.0,trailing_stop
2018-10-03,2018-10-16,TMO,244.36,231.91,1809.0,7.4038,-92.18,-5.1,9,0.0,trailing_stop
2018-10-10,2018-10-23,GE,62.14,58.97,1809.0,29.1184,-92.19,-5.1,9,0.0,trailing_stop
2018-10-04,2018-10-29,UNG,107.51,102.03,1809.0,16.8287,-92.18,-5.1,17,0.47,trailing_stop
2018-07-09,2018-12-06,SAN.PA,55.28,57.12,1744.0,31.5533,58.25,3.34,108,3.08,trailing_stop
2018-12-05,2018-12-18,TEF.MC,4.44,4.44,1454.0,327.29,-0.0,-0.0,9,0.11,trailing_stop
2018-12-05,2018-12-18,IFX.DE,17.1,16.23,1454.0,84.9827,-74.06,-5.09,9,0.0,trailing_stop
2018-12-05,2018-12-18,ITX.MC,21.41,20.32,1454.0,67.8841,-74.06,-5.1,9,0.0,trailing_stop
2018-12-05,2018-12-19,ROG.SW,204.35,193.94,1454.0,7.1132,-74.06,-5.1,10,0.0,trailing_stop
2018-12-06,2018-12-19,AMD,20.24,19.21,1459.0,72.1045,-74.36,-5.1,9,0.07,trailing_stop
2018-12-06,2018-12-19,UNH,243.7,231.29,1459.0,5.9884,-74.36,-5.1,9,0.0,trailing_stop
2018-12-05,2018-12-21,ISP.MI,1.24,1.17,1454.0,1176.4488,-74.06,-5.1,12,0.0,trailing_stop
2018-12-05,2018-12-21,OR.PA,190.24,180.54,1454.0,7.6409,-74.06,-5.09,12,0.0,trailing_stop
2018-10-11,2018-12-24,O,39.32,42.86,1809.0,45.9974,162.97,9.01,50,5.18,trailing_stop
2018-12-06,2018-12-24,ED,63.49,60.9,1459.0,22.9874,-59.55,-4.08,12,0.53,trailing_stop
2019-01-23,2019-02-05,UNH,239.0,239.0,1418.0,5.9324,-0.0,-0.0,9,0.22,trailing_stop
2019-01-22,2019-02-07,CAT,116.41,110.48,1418.0,12.1797,-72.24,-5.09,12,0.21,trailing_stop
2019-01-23,2019-02-07,TMO,238.3,238.3,1418.0,5.9498,-0.0,-0.0,11,0.38,trailing_stop
2019-01-23,2019-02-07,XLV,79.59,79.59,1418.0,17.814,-0.0,-0.0,11,0.37,trailing_stop
2019-01-23,2019-02-07,EWG,22.28,22.28,1418.0,63.6511,-0.0,-0.0,11,0.86,trailing_stop
2019-01-23,2019-02-15,DE,144.41,144.41,1418.0,9.818,-0.0,-0.0,17,0.57,trailing_stop
2019-02-07,2019-02-21,GOOGL,55.23,55.23,1411.0,25.5413,-0.0,-0.0,9,0.33,trailing_stop
2019-02-05,2019-02-28,PG,82.22,82.22,1418.0,17.244,-0.0,-0.0,16,0.58,trailing_stop
2019-01-22,2019-03-08,SPXL,36.92,39.99,1418.0,38.4025,117.75,8.31,32,2.15,trailing_stop
2019-02-28,2019-03-14,PPLT,82.6,79.05,1411.0,17.0773,-60.6,-4.3,10,0.0,trailing_stop
2019-03-08,2019-03-25,BATS.L,3041.99,3041.99,1422.0,0.4676,-0.0,-0.0,11,0.86,trailing_stop
2019-03-14,2019-03-27,AVB,157.08,157.08,1416.0,9.0168,-0.0,-0.0,9,0.28,trailing_stop
2019-03-28,2019-04-11,LLY,118.23,114.51,1416.0,11.9795,-44.61,-3.15,10,0.05,trailing_stop
2019-02-07,2019-04-12,ROG.SW,212.67,217.22,1411.0,6.6328,30.19,2.14,46,2.29,trailing_stop
2019-04-02,2019-04-17,RIO.AX,63.82,63.82,1584.0,24.8143,-0.0,-0.0,11,0.53,trailing_stop
2019-02-08,2019-05-01,CPER,17.71,17.71,1411.0,79.6619,-0.0,-0.0,56,1.96,trailing_stop
