entry_date,exit_date,ticker,entry_price,exit_price,position_eur,units,pnl_eur,pnl_pct,bars_held,max_r_mult,exit_reason
2025-10-22,2025-11-04,OR.PA,377.03,357.82,1613.0,4.2773,-82.17,-5.09,9,0.0,trailing_stop
2025-10-22,2025-11-04,RI.PA,86.28,81.88,1613.0,18.6915,-82.17,-5.1,9,0.0,trailing_stop
2025-10-31,2025-11-13,NVDA,206.64,196.12,1678.0,8.1214,-85.51,-5.1,9,0.02,trailing_stop
2025-11-04,2025-11-17,AMZN,250.63,237.86,1620.0,6.4637,-82.54,-5.1,9,0.0,trailing_stop
2025-11-05,2025-12-08,LLY,910.57,999.59,1625.0,1.785,158.89,9.78,22,4.12,trailing_stop
2025-11-07,2025-11-20,BMW.DE,84.38,84.38,1625.0,19.2616,-0.0,-0.0,9,1.21,trailing_stop
2025-11-12,2025-11-25,UCG.MI,65.53,62.23,1625.0,24.8024,-81.89,-5.04,9,0.17,trailing_stop
2025-11-13,2026-02-11,PFE,25.54,27.89,1613.0,63.1668,148.56,9.21,60,2.11,end_of_data
2025-11-26,2025-12-16,GOOGL,320.79,304.45,1600.0,4.9879,-81.52,-5.1,13,0.01,trailing_stop
2025-11-27,2026-02-11,BNP.PA,72.54,92.7,1600.0,22.0569,444.61,27.79,51,6.25,end_of_data
2025-12-01,2025-12-12,AVGO,394.49,394.49,1600.0,4.056,-0.0,-0.0,9,0.51,trailing_stop
2025-12-03,2026-01-30,SLV,53.04,85.69,1600.0,30.1653,984.85,61.55,39,16.55,trailing_stop
2025-12-08,2025-12-23,BMW.DE,96.04,92.15,1623.0,16.8974,-65.6,-4.04,11,0.33,trailing_stop
2025-12-15,2025-12-31,DBA,25.51,25.51,1623.0,63.6213,-0.0,-0.0,11,0.42,trailing_stop
2025-12-22,2026-02-11,SBUX,88.25,98.53,1645.0,18.6437,191.69,11.65,34,2.62,end_of_data
2025-12-23,2026-01-08,SCHW,101.62,101.62,1636.0,16.098,-0.0,-0.0,10,0.51,trailing_stop
2025-12-23,2026-01-12,ALV.DE,391.79,380.47,1636.0,4.1754,-47.28,-2.89,9,0.1,trailing_stop
2026-01-02,2026-01-30,DBB,23.08,24.05,1636.0,70.8702,68.24,4.17,19,3.09,trailing_stop
2026-01-08,2026-02-11,ASML,1216.87,1436.61,1636.0,1.3443,295.4,18.06,23,3.74,end_of_data
2026-01-12,2026-02-11,COST,920.06,986.49,1629.0,1.7707,117.62,7.22,21,2.63,end_of_data
2026-01-30,2026-02-11,SOYB,22.32,23.2,1780.0,79.7225,69.97,3.93,8,1.95,end_of_data
2026-02-02,2026-02-11,USO,75.58,78.8,1780.0,23.5472,75.93,4.27,7,0.8,end_of_data
