entry_date,exit_date,ticker,trade_type,entry_price,exit_price,strike,position_eur,units,pnl_eur,pnl_pct,bars_held,max_r_mult,exit_reason
2007-06-18,2007-07-26,FXI,stock,27.1,28.68,,1345.0,49.6205,78.31,5.82,27,3.36,trailing_stop
2007-06-19,2007-07-02,SIE.DE,stock,48.76,48.76,,1338.0,27.4335,-0.0,-0.0,9,0.25,trailing_stop
2007-06-19,2007-09-04,INTC,option_us,1.35,2.18,13.8,1873.0,13.85,1141.44,60.95,53,0.76,dte_exit
2007-06-21,2007-08-10,GE,stock,120.13,114.75,,1338.0,11.1352,-59.82,-4.47,35,1.57,trailing_stop
2007-06-25,2007-09-04,SMH,option_us,1.36,1.27,15.45,1892.0,13.94,-124.69,-6.59,49,0.63,dte_exit
2007-06-26,2007-07-27,8035.T,stock,2004.19,1902.08,,1352.0,0.6744,-68.87,-5.09,22,0.0,trailing_stop
2007-07-09,2007-07-24,EWG,stock,21.73,21.15,,1253.0,57.6376,-33.82,-2.7,11,0.49,trailing_stop
2007-07-09,2007-07-24,VWO,stock,28.75,28.75,,1253.0,43.5732,-0.0,-0.0,11,1.11,trailing_stop
2007-07-24,2007-09-20,IEF,stock,51.43,52.99,,1249.0,24.288,37.86,3.03,41,5.69,trailing_stop
2007-07-25,2007-08-13,SAP,stock,41.87,39.74,,1249.0,29.836,-63.65,-5.1,13,0.0,trailing_stop
2007-09-06,2007-09-25,NOVO-B.CO,stock,21.89,21.89,,1184.0,54.0823,-0.0,-0.0,13,0.73,trailing_stop
2007-09-06,2007-10-03,SHEL,stock,31.25,31.25,,1184.0,37.8865,-0.0,-0.0,19,1.16,trailing_stop
2007-09-06,2007-10-11,AAPL,stock,4.07,4.64,,1184.0,291.2273,166.36,14.05,25,2.69,trailing_stop
2007-09-06,2007-10-19,IBM,stock,62.01,58.85,,1184.0,19.0953,-60.33,-5.1,31,0.3,trailing_stop
2007-09-06,2007-11-08,BIDU,stock,22.1,34.81,,1184.0,53.5735,680.86,57.5,45,9.06,trailing_stop
2007-09-06,2007-11-09,9432.T,stock,29.67,28.16,,1184.0,39.9049,-60.33,-5.1,43,1.5,trailing_stop
2007-09-06,2008-01-03,WEC,stock,12.52,13.16,,1184.0,94.5938,61.11,5.16,82,2.16,trailing_stop
2007-09-17,2007-10-22,GS,stock,138.9,158.84,,1184.0,8.5249,170.04,14.36,25,4.21,trailing_stop
2007-09-17,2007-12-20,MCD,stock,32.53,35.33,,1184.0,36.3947,101.68,8.59,67,3.53,trailing_stop
2007-09-20,2007-10-18,MS,stock,45.03,42.73,,1188.0,26.3818,-60.52,-5.1,20,0.29,trailing_stop
2007-09-25,2007-11-08,FXI,stock,37.32,39.6,,1188.0,31.8268,72.55,6.11,32,5.17,trailing_stop
2007-10-03,2007-11-06,0700.HK,stock,8.51,9.93,,1188.0,139.5519,198.05,16.67,23,3.96,trailing_stop
2007-10-11,2007-11-05,NKE,stock,12.05,12.05,,1205.0,99.9919,-0.0,-0.0,17,1.5,trailing_stop
2007-10-18,2007-11-30,USO,stock,538.78,559.27,,1198.0,2.2244,45.58,3.8,30,3.42,trailing_stop
2007-10-19,2007-11-12,MSFT,stock,22.19,23.62,,1192.0,53.7392,77.13,6.47,16,6.22,trailing_stop
2007-10-22,2007-12-19,UNP,stock,20.43,20.96,,1209.0,59.1974,31.49,2.6,41,2.19,trailing_stop
2007-11-05,2007-11-27,ULVR.L,stock,1835.37,1835.36,,1209.0,0.659,-0.0,-0.0,16,0.98,trailing_stop
2007-11-06,2007-11-19,SLV,stock,15.21,14.44,,1229.0,80.7951,-62.63,-5.1,9,0.16,trailing_stop
2007-11-08,2007-11-21,GDX,stock,43.88,41.64,,1305.0,29.7337,-66.47,-5.1,9,0.0,trailing_stop
2007-11-08,2008-02-05,ENEL.MI,option_eu,0.17,0.06,2.28,1826.0,104.5,-1250.92,-68.49,58,0.31,dte_exit
2007-12-10,2007-12-21,FXI,stock,40.55,38.49,,1298.0,32.0049,-66.13,-5.1,9,0.0,trailing_stop
2007-12-10,2007-12-21,EEM,stock,35.92,34.09,,1298.0,36.1288,-66.13,-5.09,9,0.0,trailing_stop
2007-12-10,2008-01-02,XBI,stock,19.68,18.68,,1298.0,65.9456,-66.13,-5.1,15,0.0,trailing_stop
2007-12-10,2008-01-07,9432.T,stock,31.14,29.76,,1298.0,41.683,-57.34,-4.42,15,0.59,trailing_stop
2007-12-12,2007-12-27,UBSG.SW,stock,35.04,33.25,,1298.0,37.0453,-66.13,-5.1,9,0.0,trailing_stop
2007-12-12,2007-12-28,6758.T,stock,1070.03,1070.03,,1298.0,1.213,-0.0,-0.0,11,0.61,trailing_stop
2007-12-26,2008-01-22,INTU,stock,27.71,26.3,,1298.0,46.844,-66.13,-5.1,17,0.28,trailing_stop
2007-12-28,2008-01-14,ADS.DE,stock,39.74,38.03,,1291.0,32.495,-55.52,-4.3,9,0.14,trailing_stop
2008-03-26,2008-04-08,JPM,stock,28.74,28.74,,1148.0,39.9341,-0.0,-0.0,9,0.33,trailing_stop
2008-03-26,2008-04-08,PLD,stock,30.85,30.85,,1148.0,37.2053,-0.0,-0.0,9,0.41,trailing_stop
2008-03-26,2008-04-08,AVB,stock,54.18,54.18,,1148.0,21.186,-0.0,-0.0,9,0.28,trailing_stop
2008-03-26,2008-04-09,WELL,stock,20.46,20.46,,1148.0,56.1107,-0.0,-0.0,10,0.66,trailing_stop
2008-03-26,2008-04-09,PSA,stock,46.87,46.87,,1148.0,24.4921,-0.0,-0.0,10,0.63,trailing_stop
2008-03-26,2008-04-09,USB,stock,20.02,19.0,,1148.0,57.3348,-58.48,-5.09,10,0.0,trailing_stop
2008-03-26,2008-05-08,NKE,stock,13.34,12.66,,1148.0,86.063,-58.48,-5.1,31,0.28,trailing_stop
2008-03-26,2008-05-20,HD,stock,18.15,17.23,,1148.0,63.2389,-58.48,-5.09,39,0.6,trailing_stop
2008-03-26,2008-06-11,HSBC,stock,31.38,31.38,,1148.0,36.5777,-0.0,-0.0,54,1.13,trailing_stop
2008-03-26,2008-06-03,ULVR.L,option_eu,162.49,108.75,1702.67,1607.0,0.1,-531.52,-33.07,47,0.25,dte_exit
2008-04-08,2008-04-24,EWU,stock,22.24,22.24,,1148.0,51.6113,-0.0,-0.0,12,0.61,trailing_stop
2008-04-08,2008-07-08,HAL,stock,30.93,35.89,,1148.0,37.1096,183.83,16.01,63,5.01,trailing_stop
2008-04-08,2008-07-14,BIDU,stock,29.73,29.73,,1148.0,38.6133,-0.0,-0.0,67,1.96,trailing_stop
2008-04-09,2008-04-22,UBSG.SW,stock,22.36,22.36,,1142.0,51.0766,-0.0,-0.0,9,0.18,trailing_stop
2008-04-09,2008-04-22,NESN.SW,stock,30.07,30.07,,1142.0,37.9838,-0.0,-0.0,9,0.55,trailing_stop
2008-04-09,2008-06-03,SHEL,stock,29.14,33.15,,1142.0,39.195,157.35,13.78,38,4.9,trailing_stop
2008-04-22,2008-05-06,ETN,stock,27.34,27.34,,1142.0,41.7752,-0.0,-0.0,10,0.3,trailing_stop
2008-04-22,2008-05-23,GOOGL,stock,13.36,13.36,,1142.0,85.5088,-0.0,-0.0,23,1.37,trailing_stop
2008-04-25,2008-05-26,IFX.DE,stock,4.23,4.47,,1142.0,269.7484,63.8,5.59,20,2.05,trailing_stop
2008-05-06,2008-05-21,BMW.DE,stock,17.94,17.94,,1142.0,63.6742,-0.0,-0.0,11,0.62,trailing_stop
2008-05-08,2008-05-27,VOLV-B.ST,stock,46.62,46.62,,1136.0,24.3693,-0.0,-0.0,13,0.92,trailing_stop
2008-05-20,2008-06-04,XOP,stock,201.44,201.44,,1130.0,5.6112,-0.0,-0.0,10,0.41,trailing_stop
2008-05-21,2008-08-05,QCOM,option_us,3.0,8.19,28.41,1582.0,5.27,2732.39,172.67,52,1.73,dte_exit
2008-05-23,2008-06-06,EXC,stock,31.79,31.79,,1130.0,35.5573,-0.0,-0.0,9,0.21,trailing_stop
2008-05-27,2008-06-09,UNH,stock,26.84,25.47,,1137.0,42.3494,-57.92,-5.1,9,0.0,trailing_stop
2008-05-27,2008-06-12,9432.T,stock,28.23,28.86,,1137.0,40.2638,25.38,2.23,12,1.34,trailing_stop
2008-06-09,2008-06-20,AMD,stock,7.58,7.19,,1094.0,144.3089,-55.71,-5.1,9,0.25,trailing_stop
2008-06-09,2008-06-20,WMT,stock,13.69,13.04,,1094.0,79.8488,-52.0,-4.76,9,0.35,trailing_stop
2008-06-09,2008-07-11,4063.T,stock,954.83,913.74,,1094.0,1.1452,-47.06,-4.3,24,0.67,trailing_stop
2008-06-09,2008-07-14,7267.T,stock,739.54,706.73,,1094.0,1.4786,-48.52,-4.44,25,0.67,trailing_stop
2008-06-09,2008-09-02,XBI,option_us,1.63,2.77,17.84,1531.0,9.42,1077.18,70.36,59,1.74,dte_exit
2008-08-13,2008-08-26,INTU,stock,26.73,26.73,,1367.0,51.154,-0.0,-0.0,9,0.51,trailing_stop
2008-08-13,2008-08-26,WBC.AX,stock,8.9,8.45,,1367.0,153.5604,-69.67,-5.09,9,0.0,trailing_stop
2008-08-13,2008-08-26,AIR.PA,stock,12.05,11.44,,1367.0,113.4299,-69.67,-5.1,9,0.35,trailing_stop
2008-08-13,2008-08-26,DLR,stock,23.25,22.07,,1367.0,58.8029,-69.67,-5.1,9,0.0,trailing_stop
2008-08-13,2008-08-26,SBUX,stock,6.1,5.79,,1367.0,224.0858,-69.67,-5.1,9,0.32,trailing_stop
2008-08-13,2008-09-04,WELL,stock,23.63,22.42,,1367.0,57.868,-69.67,-5.1,15,0.41,trailing_stop
2008-08-13,2008-09-17,HD,stock,17.51,16.62,,1367.0,78.0684,-69.67,-5.1,24,1.25,trailing_stop
2008-08-13,2008-10-06,SO,stock,17.24,16.51,,1367.0,79.3057,-58.3,-4.26,37,1.33,trailing_stop
2008-08-13,2008-11-04,LMT,option_us,5.91,1.43,62.84,1914.0,3.24,-1450.11,-75.75,58,0.43,dte_exit
2008-09-02,2008-09-15,CSL.AX,stock,30.91,29.34,,1447.0,46.817,-73.73,-5.1,9,0.0,trailing_stop
2008-09-04,2008-09-16,CS.PA,stock,9.35,7.94,,1440.0,153.9894,-217.26,-15.08,8,0.69,emergency_stop
2008-09-05,2008-10-08,USB,stock,18.56,18.87,,1440.0,77.6083,24.4,1.69,23,2.84,trailing_stop
2008-09-10,2008-09-23,WMT,stock,14.33,13.6,,1440.0,100.5335,-73.38,-5.1,9,0.65,trailing_stop
2008-09-10,2008-10-06,WFC,stock,20.01,20.32,,1440.0,71.9784,22.61,1.57,18,2.82,trailing_stop
2008-12-18,2009-01-02,EFA,stock,26.89,26.89,,1251.0,46.5069,-0.0,-0.0,9,0.19,trailing_stop
2008-12-18,2009-01-02,GSK,stock,15.51,15.51,,1251.0,80.6389,-0.0,-0.0,9,0.12,trailing_stop
2008-12-18,2009-01-05,GDX,stock,27.57,27.57,,1251.0,45.3716,-0.0,-0.0,10,0.45,trailing_stop
2008-12-18,2009-01-05,GLD,stock,84.93,84.93,,1251.0,14.7252,-0.0,-0.0,10,0.33,trailing_stop
2008-12-18,2009-01-12,VWO,stock,15.6,14.8,,1251.0,80.1739,-63.72,-5.1,15,0.44,trailing_stop
2008-12-18,2009-01-12,XLV,stock,19.25,19.25,,1251.0,64.9601,-0.0,-0.0,15,0.72,trailing_stop
2008-12-18,2009-01-12,EEM,stock,18.0,17.08,,1251.0,69.4971,-63.72,-5.1,15,0.52,trailing_stop
2008-12-18,2009-01-12,SMH,stock,7.76,7.37,,1251.0,161.0687,-63.72,-5.1,15,0.41,trailing_stop
2008-12-18,2009-01-14,GOOGL,stock,7.87,7.47,,1251.0,158.9517,-63.72,-5.1,17,0.49,trailing_stop
2008-12-18,2009-01-15,9984.T,stock,163.05,167.51,,1251.0,7.6707,34.22,2.74,15,3.03,trailing_stop
2009-01-07,2009-01-14,EWZ,stock,18.67,15.85,,1251.0,67.0049,-188.67,-15.09,5,0.0,emergency_stop
2009-01-07,2009-01-15,XOP,stock,101.69,86.35,,1251.0,12.2987,-188.67,-15.09,6,0.0,emergency_stop
2009-01-07,2009-01-15,EQIX,stock,45.39,38.54,,1251.0,27.5543,-188.67,-15.08,6,0.0,emergency_stop
2009-01-07,2009-03-31,NFLX,option_us,0.08,0.17,0.45,1751.0,213.87,1800.26,102.82,57,1.12,dte_exit
2009-01-13,2009-01-27,LQD,stock,53.34,51.59,,1232.0,23.0877,-40.4,-3.28,9,0.0,trailing_stop
2009-01-13,2009-01-27,DE,stock,28.94,27.47,,1232.0,42.5525,-62.75,-5.1,9,0.0,trailing_stop
2009-01-30,2009-02-17,UNH,stock,22.25,21.12,,1162.0,52.2039,-59.19,-5.1,11,0.32,trailing_stop
2009-01-30,2009-02-17,IBM,stock,49.52,49.52,,1162.0,23.4572,-0.0,-0.0,11,0.77,trailing_stop
2009-01-30,2009-03-31,ABT,option_us,1.68,0.45,17.13,1626.0,9.67,-1194.67,-73.46,41,0.27,dte_exit
2009-02-10,2009-02-11,NVDA,stock,0.22,0.19,,1162.0,5204.0285,-175.24,-15.09,1,0.0,emergency_stop
2009-02-10,2009-02-18,GS,stock,71.86,61.02,,1162.0,16.1666,-175.24,-15.08,5,0.0,emergency_stop
2009-02-10,2009-02-24,RIO,stock,8.86,8.41,,1162.0,131.1495,-59.19,-5.1,9,0.0,trailing_stop
2009-02-10,2009-02-24,AMZN,stock,3.31,3.14,,1162.0,350.8812,-59.19,-5.1,9,0.0,trailing_stop
2009-02-10,2009-02-24,XBI,stock,17.76,16.85,,1162.0,65.4201,-59.19,-5.1,9,0.0,trailing_stop
2009-02-10,2009-02-26,FMG.AX,stock,0.85,0.85,,1162.0,1366.0834,-0.0,-0.0,12,1.19,trailing_stop
2009-02-11,2009-02-24,BHP.AX,stock,10.18,9.66,,1144.0,112.4465,-58.3,-5.1,9,0.23,trailing_stop
2009-03-25,2009-04-07,CS.PA,stock,3.9,3.9,,1097.0,281.0408,-0.0,-0.0,9,0.83,trailing_stop
2009-03-25,2009-04-07,SPXL,stock,1.58,1.58,,1097.0,692.2304,-0.0,-0.0,9,0.55,trailing_stop
2009-03-25,2009-04-07,RIO,stock,10.22,10.22,,1097.0,107.342,-0.0,-0.0,9,1.13,trailing_stop
2009-03-25,2009-04-08,8306.T,stock,308.07,292.38,,1097.0,3.5613,-55.9,-5.1,10,0.22,trailing_stop
2009-03-25,2009-06-22,DBB,stock,10.74,12.12,,1097.0,102.108,140.59,12.81,61,3.09,trailing_stop
2009-03-25,2009-07-08,GS,stock,82.95,102.26,,1097.0,13.2259,255.37,23.28,72,2.43,trailing_stop
2009-03-25,2009-10-02,SAN.MC,stock,2.01,3.97,,1097.0,546.6709,1070.96,97.61,134,9.6,trailing_stop
2009-03-25,2009-10-13,IBE.MC,stock,2.51,2.94,,1097.0,437.7817,191.36,17.44,141,2.93,trailing_stop
2009-04-02,2009-06-05,SHY,stock,65.81,65.42,,1158.0,17.5904,-6.87,-0.59,44,0.15,trailing_stop
2009-04-03,2009-05-13,7203.T,stock,446.49,473.65,,1158.0,2.5929,70.4,6.08,24,3.66,trailing_stop
2009-04-07,2009-04-21,PLD,stock,9.79,9.29,,1078.0,110.2998,-55.0,-5.1,9,0.61,trailing_stop
2009-04-07,2009-06-08,VOLV-B.ST,stock,25.08,23.8,,1158.0,46.1559,-58.99,-5.1,40,1.26,trailing_stop
2009-04-07,2009-08-17,O,stock,8.64,10.33,,1158.0,134.0427,226.64,19.58,91,2.36,trailing_stop
2009-04-15,2009-06-17,UCG.MI,stock,29.81,37.39,,1152.0,38.649,292.89,25.42,44,3.05,trailing_stop
2009-04-21,2009-06-22,AXP,stock,14.14,18.31,,1147.0,81.066,337.72,29.45,43,3.09,trailing_stop
2009-05-13,2009-08-04,XBI,option_us,1.37,3.73,14.23,1615.0,11.81,2783.97,172.37,57,1.72,dte_exit
2009-06-10,2009-06-23,BHP.AX,stock,12.16,11.54,,1147.0,94.3012,-58.44,-5.1,9,0.37,trailing_stop
2009-06-10,2009-07-06,FMG.AX,stock,1.05,1.11,,1147.0,1092.551,71.07,6.2,18,3.29,trailing_stop
2009-06-22,2009-09-01,ABT,option_us,1.35,0.54,14.83,1714.0,12.73,-1027.8,-59.97,50,0.13,dte_exit
2009-06-23,2009-09-01,DGE.L,option_eu,69.82,133.57,822.08,1706.0,0.24,1557.56,91.32,49,1.38,dte_exit
2009-06-29,2009-07-14,TLT,stock,58.37,58.37,,1218.0,20.8721,-0.0,-0.0,10,0.57,trailing_stop
2009-07-01,2009-10-22,MRK,stock,15.32,17.48,,1218.0,79.5177,171.44,14.07,79,3.26,trailing_stop
2009-07-06,2009-10-01,INTC,stock,10.61,12.22,,1225.0,115.5374,186.18,15.19,62,4.31,trailing_stop
2009-07-17,2009-08-17,NOK,stock,7.75,7.36,,1251.0,161.401,-63.74,-5.1,21,0.38,trailing_stop
2009-07-17,2009-10-02,AXP,stock,22.16,25.68,,1251.0,56.4447,198.5,15.87,54,3.33,trailing_stop
2009-08-05,2009-10-06,BAC,option_us,1.75,1.58,11.73,2141.0,12.2,-218.76,-10.22,43,0.45,dte_exit
2009-08-17,2009-08-31,DBB,stock,14.88,14.88,,1546.0,103.8615,-0.0,-0.0,10,0.44,trailing_stop
2009-08-17,2009-11-03,UBSG.SW,option_eu,1.54,0.58,10.19,2164.0,14.09,-1341.91,-62.01,56,0.62,dte_exit
2009-08-31,2009-10-27,AMD,stock,4.32,5.16,,1546.0,357.4381,299.92,19.4,40,5.66,trailing_stop
2009-09-02,2009-10-01,4063.T,stock,791.29,791.29,,1599.0,2.0203,-0.0,-0.0,19,2.22,trailing_stop
2009-09-02,2009-10-09,LQD,stock,56.92,56.92,,1599.0,28.0865,-0.0,-0.0,26,1.87,trailing_stop
2009-10-02,2010-03-25,AGG,stock,66.38,66.75,,1744.0,26.2768,9.68,0.55,119,2.21,trailing_stop
2009-10-02,2009-12-01,NOVN.SW,option_eu,1.49,3.02,20.38,2442.0,16.43,2522.35,103.29,42,1.03,dte_exit
2009-10-05,2009-10-16,IEF,stock,64.15,63.02,,1744.0,27.1885,-30.81,-1.77,9,0.0,trailing_stop
2009-10-05,2010-01-05,TLT,option_us,4.68,0.3,58.71,2442.0,5.21,-2286.12,-93.62,63,0.0,dte_exit
2009-10-06,2010-01-05,ABT,option_us,1.4,2.21,16.01,2411.0,17.19,1394.41,57.83,62,0.75,dte_exit
2009-10-09,2009-10-26,COP,stock,21.95,21.95,,1722.0,78.4592,-0.0,-0.0,11,0.82,trailing_stop
2009-10-13,2009-10-26,EMB,stock,47.96,47.18,,1741.0,36.3077,-28.59,-1.64,9,0.0,trailing_stop
2009-10-16,2009-10-29,INTC,stock,13.17,12.5,,1738.0,132.0285,-88.57,-5.1,9,0.0,trailing_stop
2009-10-22,2009-11-04,AAPL,stock,6.14,5.83,,1756.0,285.9386,-89.44,-5.1,9,0.0,trailing_stop
